url,filename,uppercaption,lowercaption,views,upvote
https://i.imgflip.com/1ykzp1.jpg,Smiling-Jesus.jpg,"""i turn this water into wine and will now break bread with thee""","he then realized we could feed ourselves, bummer...",1294,1
https://i.imgflip.com/2kejdx.jpg,Smiling-Jesus.jpg,don't accept cheap imitations,i'm the real jesus,789,0
https://i.imgflip.com/11i8d0.jpg,Smiling-Jesus.jpg,"hey girl, i've already been nailed",now it's your turn,21073,0
https://i.imgflip.com/2yi62l.jpg,Smiling-Jesus.jpg,what's the difference between me and super mario,most people actually know he's a fictional character,624,0
https://i.imgflip.com/1914o2.jpg,Smiling-Jesus.jpg,can't wait to give,your baby cancer,3004,0
https://i.imgflip.com/12q054.jpg,Smiling-Jesus.jpg,i smiled when i heard tump say my name,but then i noticed he curced the mexicans with it,646,0
https://i.imgflip.com/4fx4xi.jpg,Smiling-Jesus.jpg,love  one  another,now we all have herpes,510,2
https://i.imgflip.com/190wi9.jpg,Smiling-Jesus.jpg,there is another term for political correctness that i prefer,it is called compassion,1662,3
https://i.imgflip.com/260sxu.jpg,Smiling-Jesus.jpg,remember,this is my face when i watch you pull your pud,7386,0
https://i.imgflip.com/231b80.jpg,Smiling-Jesus.jpg,"theory: people who ""worship"" ""freedom"" without holding their leaders acountable",and using critical thinking skills to enforce it get tyranny! just sayin',1099,0
https://i.imgflip.com/39io4g.jpg,Smiling-Jesus.jpg,when you get confirmed,and you go out and help your community,481,1
https://i.imgflip.com/1x7pfq.jpg,Smiling-Jesus.jpg,of course,i hate you,847,1
https://i.imgflip.com/1vjduu.jpg,Smiling-Jesus.jpg,jesus wishes you,a sensational day praise be to you todd,242,1
https://i.imgflip.com/1v5svz.jpg,Smiling-Jesus.jpg,i see you joel osteen,and i am not happy,985,1
https://i.imgflip.com/1h7i5m.jpg,Smiling-Jesus.jpg,"sure, i look european here.  but the next person who",paints me as a negro is going to hell.,513,1
https://i.imgflip.com/3ei8ah.jpg,Smiling-Jesus.jpg,i see u r taking more than one candy,i’m telling god,720,0
https://i.imgflip.com/3axqr5.jpg,Smiling-Jesus.jpg,some people would take the,credit for jesus coming back,828,0
https://i.imgflip.com/3a8zge.jpg,Smiling-Jesus.jpg,people say they don't believe in god,it's okay neither does he,881,0
https://i.imgflip.com/2pbi6c.jpg,Smiling-Jesus.jpg,when dose parental obligation begin/ end,asking for a fetus,235,0
https://i.imgflip.com/2ebnsi.jpg,Smiling-Jesus.jpg,i've been gone since late july,hebrews actin like i died,207,0
https://i.imgflip.com/26tibi.jpg,Smiling-Jesus.jpg,i was born in 27ad in jerusalem,weird thing everyone around me is brown but i'm wight still trying to figure that one out,862,0
https://i.imgflip.com/2521r3.jpg,Smiling-Jesus.jpg,"make lots of money, buy lots of stuff for yourself  and shoot people",-jesus,442,0
https://i.imgflip.com/1ykzfv.jpg,Smiling-Jesus.jpg,"and so god said unto humans ""turn the other cheek""",to which humans promptly nailed his child to a cross,388,0
https://i.imgflip.com/1wptes.jpg,Smiling-Jesus.jpg,i was born in the,united states,346,0
https://i.imgflip.com/15ehgv.jpg,Smiling-Jesus.jpg,i met that mohamed guy once,"""hell"" of a guy!",525,0
https://i.imgflip.com/z3heg.jpg,Smiling-Jesus.jpg,i saw what you were doing,jr. and ricky,1948,0
https://i.imgflip.com/16qrk9.jpg,Smiling-Jesus.jpg,"""everyone has the right to their own religious beliefs. but not to the point that practicing those would impinge on my beliefs, and on my freedoms.""",susan hrostowski,1786,0
https://i.imgflip.com/1t3r8z.jpg,Smiling-Jesus.jpg,stop running with the devil,and start walking with jesus,1594,1
https://i.imgflip.com/1ramgp.jpg,Smiling-Jesus.jpg,we must give everything to the military,"and give those scurvy poor 3 less fish, especially the least able, half as much as that.",628,2
https://i.imgflip.com/3b5a9o.jpg,Smiling-Jesus.jpg,why men great,til they gotta be great,3744,0
https://i.imgflip.com/2w9ytc.jpg,Smiling-Jesus.jpg,dat time when you know you're about to be executed,but they still bringing you your last meal of bread and wine,289,1
https://i.imgflip.com/2z6r9d.jpg,Smiling-Jesus.jpg,i just got back,and ya'll out here actin the fool already,615,0
https://i.imgflip.com/2i1wnq.jpg,Smiling-Jesus.jpg,even jesus,hates you jamie,1550,0
https://i.imgflip.com/3ikw2e.jpg,Smiling-Jesus.jpg,"roses are red, violets are blue",it is impossible for atheism to ever be true.,239,1
https://i.imgflip.com/42n4pw.jpg,Smiling-Jesus.jpg,pranksters,are gangsters,366,0
https://i.imgflip.com/5eer79.jpg,Smiling-Jesus.jpg,when,does this guy do something?,105,0
https://i.imgflip.com/3gujra.jpg,Emperor-Palpatine.jpg,yes yeeeeeeees,let the butthurt control you,2069,3
https://i.imgflip.com/3kedeb.jpg,Emperor-Palpatine.jpg,if you think baby yoda is cute,wait till you see baby palpatine,2462,2
https://i.imgflip.com/3m11np.jpg,Emperor-Palpatine.jpg,can destroy an entire resistance fleet with force lightning,can't stop an orphan with big ears,1800,3
https://i.imgflip.com/2aq1kp.jpg,Emperor-Palpatine.jpg,you are on your way,to the dank side of the memes,3652,0
https://i.imgflip.com/31e4yp.jpg,Emperor-Palpatine.jpg,king bran the broken,age 80,4935,2
https://i.imgflip.com/403wo3.jpg,Emperor-Palpatine.jpg,the qt's are still,fully operational,1069,1
https://i.imgflip.com/3rnp6l.jpg,Emperor-Palpatine.jpg,"yes, yessssssssssssssss",be sure to drink your palpatine,614,1
https://i.imgflip.com/1p6zw8.jpg,Emperor-Palpatine.jpg,do it do it do it do it do it do it do it do it do it do it do it do it do it do it do it do it do it do it,do it do it do it do it do it do it do it do it do it do it do it do it do it do it do it do it do it do it,42533,4
https://i.imgflip.com/16fdug.jpg,Emperor-Palpatine.jpg,you'll recognize me,once i put on my lipstick and chanel pantsuit,7018,7
https://i.imgflip.com/26ibnx.jpg,Emperor-Palpatine.jpg,good good,let the unconditional love and support flow through you,10922,1
https://i.imgflip.com/13wiyq.jpg,Emperor-Palpatine.jpg,good good,let the microagressions flow.,15956,3
https://i.imgflip.com/27b1ga.jpg,Emperor-Palpatine.jpg,"good, good",let the whiteness flow through you young dolezal,5452,1
https://i.imgflip.com/124dht.jpg,Emperor-Palpatine.jpg,excellent,my apprentice,59458,3
https://i.imgflip.com/1gitud.jpg,Emperor-Palpatine.jpg,good good,let the immaturity flow through you,3327,0
https://i.imgflip.com/16b4tx.jpg,Emperor-Palpatine.jpg,the eu will be reorganised,into the first galactic empire!,1697,3
https://i.imgflip.com/16f9yy.jpg,Emperor-Palpatine.jpg,the uk will be reorganised,into the first galactic empire!,1702,1
https://i.imgflip.com/1b60kx.jpg,Emperor-Palpatine.jpg,mfw,i see hillary falling down and forgetting where she is during speeches,820,4
https://i.imgflip.com/3xc3dh.jpg,Emperor-Palpatine.jpg,good good,your ignorance has made you dumber,496,1
https://i.imgflip.com/3lbqaa.jpg,Emperor-Palpatine.jpg,yes,use the dork side,636,1
https://i.imgflip.com/2e7b4m.jpg,Emperor-Palpatine.jpg,when you see a creepy old man,hehehehehehehehehehehe,702,1
https://i.imgflip.com/3szru7.jpg,Emperor-Palpatine.jpg,come to the darkside,let the corona flow through your veins...,401,0
https://i.imgflip.com/584w0f.jpg,Emperor-Palpatine.jpg,good good national starwars day tomorrow,must plot an evil scheme to piss off my teacher,85,0
https://i.imgflip.com/3jev8i.jpg,A-center-for-ants.jpg,when people tell me my pics,come out pixelated,2375,0
https://i.imgflip.com/2c28gh.jpg,A-center-for-ants.jpg,what is this,a pacemaker for ants?,1033,0
https://i.imgflip.com/3tqbb4.jpg,A-center-for-ants.jpg,covid 19? how can you expect kids to want to learn to read and stuff,if they can’t even get into the building?,601,0
https://i.imgflip.com/5ixddq.jpg,clown-computer.jpg,hey guys look,i found a reddit user,5244,0
https://i.imgflip.com/5qbnnh.jpg,clown-computer.jpg,politics in a nutshell,bottom text,3445,6
https://i.imgflip.com/5kbpu2.jpg,clown-computer.jpg,12 year olds who just discovered conspiracies videos on youtube be like,"""im so smort now!""",4673,6
https://i.imgflip.com/4zv3cc.jpg,clown-computer.jpg,me searching food near me,knowing i keep my location services off,4192,15
https://i.imgflip.com/5lody6.jpg,clown-computer.jpg,informing the owner that we found a possible zoning issue,construction documents 75% completed,2685,3
https://i.imgflip.com/56rv8v.jpg,clown-computer.jpg,this is footage of you,using imgflip right now,2703,0
https://i.imgflip.com/4dl972.jpg,clown-computer.jpg,<--,the person who buys imgflip pro,2134,0
https://i.imgflip.com/4ab728.jpg,clown-computer.jpg,working at the meme headquarters,ready to make daily memes?,3050,0
https://i.imgflip.com/593qh2.jpg,clown-computer.jpg,when you have a project worth half your grade due tomorrow,but you just started it at 11:55,1717,1
https://i.imgflip.com/4mahap.jpg,clown-computer.jpg,my sister: your memes suck,also my sister: laughing at dead memes,1316,2
https://i.imgflip.com/4d7f8z.jpg,clown-computer.jpg,people saying that goku is stronger than saitama,you must be joking bro,1137,0
https://i.imgflip.com/3p839h.jpg,clown-computer.jpg,if you look real closely,you see 2 clowns staring at each other,5696,0
https://i.imgflip.com/36pbsu.jpg,clown-computer.jpg,i think you misread the memo,it's dress down friday. not dress like  a clown on friday,2515,2
https://i.imgflip.com/61g8un.jpg,clown-computer.jpg,this place is a circus,and it's being run by clowns,311,1
https://i.imgflip.com/5uj7vj.jpg,clown-computer.jpg,when you,when you ask who joe is,48,0
https://i.imgflip.com/5lg0vk.jpg,clown-computer.jpg,guys,a wild redditor,76,0
https://i.imgflip.com/5iw5je.jpg,clown-computer.jpg,subs on findom twitter,"""but i don't send to dommes""",154,0
https://i.imgflip.com/42gzd7.jpg,clown-computer.jpg,dressed for,working from home,425,0
https://i.imgflip.com/3q06o1.jpg,clown-computer.jpg,this is what teachers look like,when they try to give homework to the homeless kid,625,0
https://i.imgflip.com/3f09f4.jpg,clown-computer.jpg,man i look good,my sister no u dont,1669,0
